  Year 1  ,  Year 2  ,  Year 3  ,  Year 4  ,  Year 5  
" 55,541.00 "," 232,506.00 "," 467,634.00 "," 200,100.00 "," 22,240.00 "
" 237,302.00 "," 279,364.00 ", 929.00 ," 200,928.00 "," 13,784.00 "
" 96,318.00 "," 338,046.00 "," 448,854.00 "," 199,575.00 "," 268,401.00 "
" 202,595.00 "," 332,843.00 "," 75,756.00 "," 200,201.00 "," 36,653.00 "
" 190,721.00 "," 340,019.00 "," 73,327.00 "," 200,168.00 "," 16,926.00 "
" 176,024.00 "," 302,339.00 "," 73,129.00 "," 200,224.00 "," 140,662.00 "
" 190,055.00 "," 289,792.00 "," 316,090.00 "," 200,229.00 "," 131,203.00 "
" 202,932.00 "," 254,105.00 "," 447,125.00 "," 199,703.00 ",  -    
" 49,309.00 "," 338,044.00 "," 20,425.00 "," 200,295.00 "," 353,273.00 "
" 247,371.00 "," 201,345.00 "," 40,966.00 "," 200,537.00 "," 96,498.00 "
" 226,848.00 "," 156,253.00 "," 161,992.00 "," 200,096.00 ",  -    
" 166,804.00 "," 341,325.00 "," 468,171.00 "," 200,331.00 "," 163,670.00 "
" 141,635.00 "," 239,626.00 "," 490,693.00 "," 200,664.00 "," 139,738.00 "
" 242,471.00 "," 310,622.00 "," 488,122.00 "," 200,297.00 "," 190,091.00 "
" 358,444.00 "," 222,171.00 "," 63,595.00 "," 199,413.00 "," 175,904.00 "
" 377,320.00 "," 259,393.00 "," 3,523.00 "," 199,904.00 ",  -    
" 140,508.00 "," 190,098.00 ", 217.00 ," 199,654.00 "," 102,785.00 "
" 192,522.00 "," 268,117.00 "," 33,529.00 "," 200,789.00 "," 60,177.00 "
" 111,399.00 "," 323,495.00 "," 318,599.00 "," 199,979.00 "," 151,428.00 "
" 307,477.00 "," 169,335.00 "," 70,931.00 "," 199,561.00 ",  -    
" 145,464.00 "," 286,644.00 "," 8,264.00 "," 200,143.00 ",  -    
" 253,734.00 "," 254,741.00 "," 445,270.00 "," 200,406.00 "," 36,905.00 "
" 76,664.00 "," 276,190.00 "," 442,774.00 "," 199,462.00 "," 140,189.00 "
" 419,843.00 "," 264,207.00 "," 212,891.00 "," 199,603.00 ",  -    
" 343,322.00 "," 206,315.00 "," 290,682.00 "," 200,491.00 "," 195,445.00 "
" 198,433.00 "," 194,825.00 "," 285,675.00 "," 199,970.00 ",  -    
" 216,247.00 "," 217,924.00 "," 498,295.00 "," 199,967.00 "," 60,696.00 "
" 14,561.00 "," 295,862.00 "," 114,450.00 "," 200,166.00 "," 46,471.00 "
" 335,724.00 "," 192,679.00 "," 69,851.00 "," 200,115.00 ",  -    
" 423,702.00 "," 165,679.00 "," 461,344.00 "," 199,871.00 "," 102,773.00 "
" 206,184.00 "," 238,297.00 "," 408,431.00 "," 200,477.00 ",  -    
" 228,786.00 "," 181,631.00 "," 338,326.00 "," 199,847.00 "," 218,118.00 "
" 222,841.00 "," 156,335.00 "," 255,358.00 "," 199,933.00 ",  -    
" 165,565.00 "," 165,601.00 "," 3,793.00 "," 199,394.00 ",  -    
" 330,328.00 "," 307,206.00 "," 203,121.00 "," 200,015.00 ",  -    
" 286,789.00 "," 173,869.00 "," 202,206.00 "," 200,028.00 "," 132,243.00 "
" 193,724.00 "," 250,555.00 "," 173,639.00 "," 199,635.00 "," 136,822.00 "
" 93,149.00 "," 339,842.00 "," 499,023.00 "," 199,870.00 "," 67,531.00 "
" 207,647.00 "," 186,572.00 "," 495,660.00 "," 200,326.00 "," 138,533.00 "
" 46,352.00 "," 320,086.00 "," 30,464.00 "," 199,596.00 "," 218,767.00 "
" 173,441.00 "," 338,314.00 "," 447,605.00 "," 200,897.00 "," 59,492.00 "
" 230,111.00 "," 207,630.00 "," 95,207.00 "," 199,797.00 "," 49,039.00 "
  -    ," 346,444.00 "," 47,578.00 "," 199,560.00 "," 67,654.00 "
" 108,086.00 "," 226,505.00 "," 447,923.00 "," 199,783.00 ",  -    
" 296,910.00 "," 159,855.00 "," 476,416.00 "," 199,774.00 "," 11,735.00 "
" 125,675.00 "," 241,063.00 "," 5,182.00 "," 199,590.00 "," 42,132.00 "
" 141,236.00 "," 257,611.00 "," 497,314.00 "," 199,842.00 ",  -    
" 161,427.00 "," 289,720.00 "," 43,326.00 "," 199,666.00 "," 169,609.00 "
" 182,825.00 "," 264,831.00 "," 55,608.00 "," 199,375.00 "," 78,623.00 "
" 91,727.00 "," 333,681.00 "," 207,351.00 "," 199,702.00 "," 132,547.00 "
" 230,625.00 "," 285,247.00 "," 490,795.00 "," 200,021.00 "," 167,277.00 "
" 272,685.00 "," 345,917.00 "," 45,462.00 "," 200,823.00 "," 189,542.00 "
" 140,871.00 "," 219,516.00 "," 489,763.00 "," 199,882.00 "," 5,333.00 "
" 127,736.00 "," 159,064.00 "," 139,019.00 "," 200,037.00 "," 5,527.00 "
" 131,326.00 "," 214,075.00 "," 88,674.00 "," 200,047.00 ",  -    
" 232,337.00 "," 215,766.00 "," 361,950.00 "," 199,874.00 "," 12,186.00 "
" 170,075.00 "," 206,518.00 "," 269,441.00 "," 199,594.00 "," 129,066.00 "
" 165,018.00 "," 340,472.00 "," 2,034.00 "," 199,884.00 "," 158,762.00 "
" 176,567.00 "," 195,753.00 "," 250,382.00 "," 200,105.00 ",  -    
" 364,491.00 "," 242,450.00 "," 70,530.00 "," 199,783.00 "," 97,125.00 "
" 283,295.00 "," 213,304.00 "," 421,157.00 "," 200,425.00 ",  -    
" 54,226.00 "," 160,271.00 "," 499,285.00 "," 200,601.00 "," 79,695.00 "
" 371,580.00 "," 322,326.00 ", 617.00 ," 199,993.00 "," 120,229.00 "
" 343,771.00 "," 189,146.00 "," 475,408.00 "," 199,948.00 "," 128,745.00 "
" 140,645.00 "," 284,662.00 "," 494,211.00 "," 199,653.00 "," 23,732.00 "
" 266,976.00 "," 282,061.00 "," 481,512.00 "," 199,431.00 "," 76,414.00 "
 634.00 ," 348,437.00 "," 101,205.00 "," 199,808.00 "," 178,232.00 "
" 89,974.00 "," 259,413.00 ", 241.00 ," 199,986.00 "," 176,021.00 "
" 84,552.00 "," 158,995.00 "," 168,644.00 "," 200,081.00 "," 144,323.00 "
" 165,276.00 "," 159,375.00 "," 492,067.00 "," 200,186.00 "," 118,485.00 "
" 385,800.00 "," 226,239.00 "," 488,782.00 "," 199,212.00 ",  -    
" 249,386.00 "," 300,173.00 "," 456,483.00 "," 200,434.00 "," 122,822.00 "
" 252,601.00 "," 332,527.00 "," 496,254.00 "," 200,659.00 "," 94,255.00 "
" 222,866.00 "," 254,051.00 "," 359,474.00 "," 200,018.00 "," 21,445.00 "
" 216,359.00 "," 181,027.00 "," 483,447.00 "," 199,192.00 ",  -    
" 57,488.00 "," 193,872.00 "," 83,655.00 "," 200,431.00 ",  -    
" 195,329.00 "," 288,807.00 "," 187,434.00 "," 199,905.00 "," 59,841.00 "
" 101,567.00 "," 323,229.00 "," 16,134.00 "," 200,397.00 "," 162,975.00 "
" 333,492.00 "," 298,117.00 "," 153,991.00 "," 199,806.00 "," 132,849.00 "
" 367,974.00 "," 297,097.00 "," 22,829.00 "," 200,035.00 ",  -    
" 126,306.00 "," 214,151.00 "," 317,768.00 "," 200,247.00 ",  -    
" 102,040.00 "," 312,093.00 "," 16,690.00 "," 200,189.00 "," 73,548.00 "
" 258,534.00 "," 269,534.00 "," 498,351.00 "," 200,639.00 ",  -    
" 201,525.00 "," 247,603.00 "," 422,434.00 "," 199,484.00 "," 269,184.00 "
" 14,903.00 "," 280,517.00 "," 47,448.00 "," 200,003.00 "," 241,747.00 "
" 243,226.00 "," 265,361.00 "," 59,067.00 "," 200,041.00 "," 61,929.00 "
" 198,264.00 "," 290,431.00 "," 99,659.00 "," 199,648.00 "," 172,364.00 "
" 301,680.00 "," 345,826.00 "," 468,272.00 "," 199,892.00 "," 16,259.00 "
" 192,282.00 "," 175,525.00 "," 35,907.00 "," 200,178.00 "," 74,410.00 "
" 200,066.00 "," 164,678.00 "," 489,927.00 "," 199,888.00 "," 127,532.00 "
" 20,702.00 "," 164,229.00 "," 486,129.00 "," 200,114.00 "," 183,885.00 "
" 242,564.00 "," 257,560.00 "," 448,595.00 "," 199,821.00 "," 74,650.00 "
" 245,280.00 "," 330,065.00 "," 4,774.00 "," 199,599.00 ",  -    
" 195,728.00 "," 287,260.00 "," 219,222.00 "," 200,532.00 ",  -    
" 218,362.00 "," 222,391.00 "," 54,669.00 "," 200,236.00 "," 11,537.00 "
" 227,517.00 "," 204,723.00 "," 270,764.00 "," 199,660.00 "," 108,402.00 "
" 187,025.00 "," 303,861.00 "," 51,825.00 "," 200,629.00 "," 222,558.00 "
" 106,586.00 "," 318,813.00 "," 9,303.00 "," 200,113.00 ",  -    
" 50,069.00 "," 281,026.00 "," 449,365.00 "," 199,599.00 "," 57,161.00 "
" 272,225.00 "," 176,247.00 "," 497,867.00 "," 199,871.00 "," 107,029.00 "
" 302,185.00 "," 180,035.00 "," 5,042.00 "," 199,749.00 ",  -    
" 71,751.00 "," 160,707.00 "," 57,036.00 "," 199,670.00 "," 57,001.00 "
" 218,166.00 "," 230,552.00 "," 23,343.00 "," 200,455.00 "," 58,671.00 "
" 211,114.00 "," 292,656.00 "," 97,153.00 "," 200,364.00 "," 40,092.00 "
" 326,261.00 "," 177,325.00 "," 95,627.00 "," 200,160.00 "," 164,533.00 "
" 252,596.00 "," 181,798.00 "," 458,660.00 "," 200,449.00 "," 7,416.00 "
" 230,191.00 "," 187,715.00 "," 356,790.00 "," 199,042.00 "," 93,596.00 "
" 192,242.00 "," 294,671.00 "," 311,642.00 "," 199,885.00 ",  -    
" 310,531.00 "," 285,857.00 "," 166,188.00 "," 200,184.00 "," 136,895.00 "
" 237,561.00 "," 270,469.00 "," 115,291.00 "," 199,807.00 "," 61,051.00 "
" 216,529.00 "," 261,005.00 "," 86,027.00 "," 200,510.00 ",  -    
" 250,277.00 "," 220,901.00 "," 481,138.00 "," 199,800.00 "," 2,573.00 "
" 251,051.00 "," 248,136.00 "," 380,400.00 "," 200,100.00 "," 124,209.00 "
" 219,008.00 "," 342,254.00 "," 144,449.00 "," 200,241.00 ",  -    
